"Course Code","Course Name","Keyword","Keyword Type ID","Keyword Type"
"ITEM-1020","EDRMS Content Manager Information Worker","edrms","1032","All"
"ITEM-1020","EDRMS Content Manager Information Worker","grs","1032","All"
"ITEM-1020","EDRMS Content Manager Information Worker","information","1032","All"
"ITEM-1020","EDRMS Content Manager Information Worker","information management","1032","All"
"ITEM-1020","EDRMS Content Manager Information Worker","manager","1032","All"
"ITEM-1020","EDRMS Content Manager Information Worker","recordkeeping","1032","All"
"ITEM-1020","EDRMS Content Manager Information Worker","records","1032","All"
"ITEM-1020","EDRMS Content Manager Information Worker","schedules","1032","All"
"ITEM-1020","EDRMS Content Manager Information Worker","system","1032","All"
"ITEM-1288","EDRMS Disposition Processes","CIRMO","1039","Learning Partner"
"ITEM-1288","EDRMS Disposition Processes","cirmo","1032","All"
"ITEM-1288","EDRMS Disposition Processes","content","1032","All"
"ITEM-1288","EDRMS Disposition Processes","destructions","1032","All"
"ITEM-1288","EDRMS Disposition Processes","digital","1032","All"
"ITEM-1288","EDRMS Disposition Processes","documents","1032","All"
"ITEM-1288","EDRMS Disposition Processes","edrms","1032","All"
"ITEM-1288","EDRMS Disposition Processes","grs","1032","All"
"ITEM-1288","EDRMS Disposition Processes","information","1032","All"
"ITEM-1288","EDRMS Disposition Processes","information management","1032","All"
"ITEM-1288","EDRMS Disposition Processes","manager","1032","All"
"ITEM-1288","EDRMS Disposition Processes","recordkeeping","1032","All"
"ITEM-1288","EDRMS Disposition Processes","records","1032","All"
"ITEM-1288","EDRMS Disposition Processes","schedules","1032","All"
"ITEM-1288","EDRMS Disposition Processes","system","1032","All"
"ITEM-1115","Early Intervention and Return to Work eSeries 1: Introduction","Conflict","1014","Supervisory Development"
"ITEM-1115","Early Intervention and Return to Work eSeries 1: Introduction","Mental Health","1015","Health and Well-Being"
"ITEM-1115","Early Intervention and Return to Work eSeries 1: Introduction","Stress","1015","Health and Well-Being"
"ITEM-1115","Early Intervention and Return to Work eSeries 1: Introduction","Workplace Health and Safety","1039","Learning Partner"
"ITEM-1115","Early Intervention and Return to Work eSeries 1: Introduction","disability","1010","Occupational Safety and Health"
"ITEM-1115","Early Intervention and Return to Work eSeries 1: Introduction","gradual","1010","Occupational Safety and Health"
"ITEM-1115","Early Intervention and Return to Work eSeries 1: Introduction","leave","1010","Occupational Safety and Health"
"ITEM-1115","Early Intervention and Return to Work eSeries 1: Introduction","return to work","1010","Occupational Safety and Health"
"ITEM-1115","Early Intervention and Return to Work eSeries 1: Introduction","sick","1010","Occupational Safety and Health"
"ITEM-1116","Early Intervention and Return to Work eSeries 2: Assisting an Employee with a Health Issue at Work","Conflict","1014","Supervisory Development"
"ITEM-1116","Early Intervention and Return to Work eSeries 2: Assisting an Employee with a Health Issue at Work","Mental Health","1015","Health and Well-Being"
"ITEM-1116","Early Intervention and Return to Work eSeries 2: Assisting an Employee with a Health Issue at Work","Stress","1015","Health and Well-Being"
"ITEM-1116","Early Intervention and Return to Work eSeries 2: Assisting an Employee with a Health Issue at Work","Workplace Health and Safety","1039","Learning Partner"
"ITEM-1116","Early Intervention and Return to Work eSeries 2: Assisting an Employee with a Health Issue at Work","disability","1010","Occupational Safety and Health"
"ITEM-1116","Early Intervention and Return to Work eSeries 2: Assisting an Employee with a Health Issue at Work","gradual","1010","Occupational Safety and Health"
"ITEM-1116","Early Intervention and Return to Work eSeries 2: Assisting an Employee with a Health Issue at Work","leave","1010","Occupational Safety and Health"
"ITEM-1116","Early Intervention and Return to Work eSeries 2: Assisting an Employee with a Health Issue at Work","return to work","1010","Occupational Safety and Health"
"ITEM-1116","Early Intervention and Return to Work eSeries 2: Assisting an Employee with a Health Issue at Work","sick","1010","Occupational Safety and Health"
"ITEM-1117","Early Intervention and Return to Work eSeries 3: My Employee is Absent, What Do I Do?","Conflict","1014","Supervisory Development"
"ITEM-1117","Early Intervention and Return to Work eSeries 3: My Employee is Absent, What Do I Do?","Mental Health","1015","Health and Well-Being"
"ITEM-1117","Early Intervention and Return to Work eSeries 3: My Employee is Absent, What Do I Do?","Stress","1015","Health and Well-Being"
"ITEM-1117","Early Intervention and Return to Work eSeries 3: My Employee is Absent, What Do I Do?","Workplace Health and Safety","1039","Learning Partner"
"ITEM-1117","Early Intervention and Return to Work eSeries 3: My Employee is Absent, What Do I Do?","disability","1010","Occupational Safety and Health"
"ITEM-1117","Early Intervention and Return to Work eSeries 3: My Employee is Absent, What Do I Do?","gradual","1010","Occupational Safety and Health"
"ITEM-1117","Early Intervention and Return to Work eSeries 3: My Employee is Absent, What Do I Do?","leave","1010","Occupational Safety and Health"
"ITEM-1117","Early Intervention and Return to Work eSeries 3: My Employee is Absent, What Do I Do?","return to work","1010","Occupational Safety and Health"
"ITEM-1117","Early Intervention and Return to Work eSeries 3: My Employee is Absent, What Do I Do?","sick","1010","Occupational Safety and Health"
"ITEM-1118","Early Intervention and Return to Work eSeries 4: Doctor's Certificate Form","Conflict","1014","Supervisory Development"
"ITEM-1118","Early Intervention and Return to Work eSeries 4: Doctor's Certificate Form","Mental Health","1015","Health and Well-Being"
"ITEM-1118","Early Intervention and Return to Work eSeries 4: Doctor's Certificate Form","Stress","1015","Health and Well-Being"
"ITEM-1118","Early Intervention and Return to Work eSeries 4: Doctor's Certificate Form","Workplace Health and Safety","1039","Learning Partner"
"ITEM-1118","Early Intervention and Return to Work eSeries 4: Doctor's Certificate Form","disability","1010","Occupational Safety and Health"
"ITEM-1118","Early Intervention and Return to Work eSeries 4: Doctor's Certificate Form","gradual","1010","Occupational Safety and Health"
"ITEM-1118","Early Intervention and Return to Work eSeries 4: Doctor's Certificate Form","leave","1010","Occupational Safety and Health"
"ITEM-1118","Early Intervention and Return to Work eSeries 4: Doctor's Certificate Form","return to work","1010","Occupational Safety and Health"
"ITEM-1118","Early Intervention and Return to Work eSeries 4: Doctor's Certificate Form","sick","1010","Occupational Safety and Health"
"ITEM-1119","Early Intervention and Return to Work eSeries 5: What's STIIP and the Supervisor's Role?","Conflict","1014","Supervisory Development"
"ITEM-1119","Early Intervention and Return to Work eSeries 5: What's STIIP and the Supervisor's Role?","Mental Health","1015","Health and Well-Being"
"ITEM-1119","Early Intervention and Return to Work eSeries 5: What's STIIP and the Supervisor's Role?","Stress","1015","Health and Well-Being"
"ITEM-1119","Early Intervention and Return to Work eSeries 5: What's STIIP and the Supervisor's Role?","Workplace Health and Safety","1039","Learning Partner"
"ITEM-1119","Early Intervention and Return to Work eSeries 5: What's STIIP and the Supervisor's Role?","disability","1010","Occupational Safety and Health"
"ITEM-1119","Early Intervention and Return to Work eSeries 5: What's STIIP and the Supervisor's Role?","gradual","1010","Occupational Safety and Health"
"ITEM-1119","Early Intervention and Return to Work eSeries 5: What's STIIP and the Supervisor's Role?","leave","1010","Occupational Safety and Health"
"ITEM-1119","Early Intervention and Return to Work eSeries 5: What's STIIP and the Supervisor's Role?","return to work","1010","Occupational Safety and Health"
"ITEM-1119","Early Intervention and Return to Work eSeries 5: What's STIIP and the Supervisor's Role?","sick","1010","Occupational Safety and Health"
"ITEM-1120","Early Intervention and Return to Work eSeries 6: What's Long Term Disability and the Supervisor's Role?","Conflict","1014","Supervisory Development"
"ITEM-1120","Early Intervention and Return to Work eSeries 6: What's Long Term Disability and the Supervisor's Role?","Mental Health","1015","Health and Well-Being"
"ITEM-1120","Early Intervention and Return to Work eSeries 6: What's Long Term Disability and the Supervisor's Role?","Stress","1015","Health and Well-Being"
"ITEM-1120","Early Intervention and Return to Work eSeries 6: What's Long Term Disability and the Supervisor's Role?","Workplace Health and Safety","1039","Learning Partner"
"ITEM-1120","Early Intervention and Return to Work eSeries 6: What's Long Term Disability and the Supervisor's Role?","disability","1010","Occupational Safety and Health"
"ITEM-1120","Early Intervention and Return to Work eSeries 6: What's Long Term Disability and the Supervisor's Role?","gradual","1010","Occupational Safety and Health"
"ITEM-1120","Early Intervention and Return to Work eSeries 6: What's Long Term Disability and the Supervisor's Role?","leave","1010","Occupational Safety and Health"
"ITEM-1120","Early Intervention and Return to Work eSeries 6: What's Long Term Disability and the Supervisor's Role?","return to work","1010","Occupational Safety and Health"
"ITEM-1120","Early Intervention and Return to Work eSeries 6: What's Long Term Disability and the Supervisor's Role?","sick","1010","Occupational Safety and Health"
"ITEM-1121","Early Intervention and Return to Work eSeries 7: How to Plan for an Employee Returning to Work After Illness/Injury","Conflict","1014","Supervisory Development"
"ITEM-1121","Early Intervention and Return to Work eSeries 7: How to Plan for an Employee Returning to Work After Illness/Injury","Mental Health","1015","Health and Well-Being"
"ITEM-1121","Early Intervention and Return to Work eSeries 7: How to Plan for an Employee Returning to Work After Illness/Injury","Stress","1015","Health and Well-Being"
"ITEM-1121","Early Intervention and Return to Work eSeries 7: How to Plan for an Employee Returning to Work After Illness/Injury","Workplace Health and Safety","1039","Learning Partner"
"ITEM-1121","Early Intervention and Return to Work eSeries 7: How to Plan for an Employee Returning to Work After Illness/Injury","disability","1010","Occupational Safety and Health"
"ITEM-1121","Early Intervention and Return to Work eSeries 7: How to Plan for an Employee Returning to Work After Illness/Injury","gradual","1010","Occupational Safety and Health"
"ITEM-1121","Early Intervention and Return to Work eSeries 7: How to Plan for an Employee Returning to Work After Illness/Injury","leave","1010","Occupational Safety and Health"
"ITEM-1121","Early Intervention and Return to Work eSeries 7: How to Plan for an Employee Returning to Work After Illness/Injury","return to work","1010","Occupational Safety and Health"
"ITEM-1121","Early Intervention and Return to Work eSeries 7: How to Plan for an Employee Returning to Work After Illness/Injury","sick","1010","Occupational Safety and Health"
"ITEM-1122","Early Intervention and Return to Work eSeries 8: When Does an Employee Qualify for a New STIIP Period?","Conflict","1014","Supervisory Development"
"ITEM-1122","Early Intervention and Return to Work eSeries 8: When Does an Employee Qualify for a New STIIP Period?","Mental Health","1015","Health and Well-Being"
"ITEM-1122","Early Intervention and Return to Work eSeries 8: When Does an Employee Qualify for a New STIIP Period?","Stress","1015","Health and Well-Being"
"ITEM-1122","Early Intervention and Return to Work eSeries 8: When Does an Employee Qualify for a New STIIP Period?","Workplace Health and Safety","1039","Learning Partner"
"ITEM-1122","Early Intervention and Return to Work eSeries 8: When Does an Employee Qualify for a New STIIP Period?","disability","1010","Occupational Safety and Health"
"ITEM-1122","Early Intervention and Return to Work eSeries 8: When Does an Employee Qualify for a New STIIP Period?","gradual","1010","Occupational Safety and Health"
"ITEM-1122","Early Intervention and Return to Work eSeries 8: When Does an Employee Qualify for a New STIIP Period?","leave","1010","Occupational Safety and Health"
"ITEM-1122","Early Intervention and Return to Work eSeries 8: When Does an Employee Qualify for a New STIIP Period?","return to work","1010","Occupational Safety and Health"
"ITEM-1122","Early Intervention and Return to Work eSeries 8: When Does an Employee Qualify for a New STIIP Period?","sick","1010","Occupational Safety and Health"
"ITEM-1123","Early Intervention and Return to Work eSeries 9: When Does an Employee Qualify for a New LTD Period (Successive Disabilities)?","Conflict","1014","Supervisory Development"
"ITEM-1123","Early Intervention and Return to Work eSeries 9: When Does an Employee Qualify for a New LTD Period (Successive Disabilities)?","Mental Health","1015","Health and Well-Being"
"ITEM-1123","Early Intervention and Return to Work eSeries 9: When Does an Employee Qualify for a New LTD Period (Successive Disabilities)?","Stress","1015","Health and Well-Being"
"ITEM-1123","Early Intervention and Return to Work eSeries 9: When Does an Employee Qualify for a New LTD Period (Successive Disabilities)?","Workplace Health and Safety","1039","Learning Partner"
"ITEM-1123","Early Intervention and Return to Work eSeries 9: When Does an Employee Qualify for a New LTD Period (Successive Disabilities)?","disability","1010","Occupational Safety and Health"
"ITEM-1123","Early Intervention and Return to Work eSeries 9: When Does an Employee Qualify for a New LTD Period (Successive Disabilities)?","gradual","1010","Occupational Safety and Health"
"ITEM-1123","Early Intervention and Return to Work eSeries 9: When Does an Employee Qualify for a New LTD Period (Successive Disabilities)?","leave","1010","Occupational Safety and Health"
"ITEM-1123","Early Intervention and Return to Work eSeries 9: When Does an Employee Qualify for a New LTD Period (Successive Disabilities)?","return to work","1010","Occupational Safety and Health"
"ITEM-1123","Early Intervention and Return to Work eSeries 9: When Does an Employee Qualify for a New LTD Period (Successive Disabilities)?","sick","1010","Occupational Safety and Health"
"ITEM-534","Early Intervention and Return to Work: Supporting Employees in the Workplace","Conflict","1014","Supervisory Development"
"ITEM-534","Early Intervention and Return to Work: Supporting Employees in the Workplace","Mental Health","1015","Health and Well-Being"
"ITEM-534","Early Intervention and Return to Work: Supporting Employees in the Workplace","Stress","1015","Health and Well-Being"
"ITEM-534","Early Intervention and Return to Work: Supporting Employees in the Workplace","Workplace Health and Safety","1039","Learning Partner"
"ITEM-534","Early Intervention and Return to Work: Supporting Employees in the Workplace","leave","1010","Occupational Safety and Health"
"ITEM-534","Early Intervention and Return to Work: Supporting Employees in the Workplace","sick","1010","Occupational Safety and Health"
"ITEM-1859","Emergency Wardens Training","Workplace Health and Safety","1039","Learning Partner"
"ITEM-2446","Employee Relations: Conducting Workplace Investigations, Part 1 - Foundations and Resources (Restricted to Band 1 to 6 Managers)","PSA Corporate Learning Branch","1039","Learning Partner"
"ITEM-2366","Employee Relations: Conducting Workplace Investigations, Part 2 - Skills Workshop (Restricted to Band 1 to 6 Managers) (Virtual Classroom)","PSA Corporate Learning Branch","1039","Learning Partner"
"ITEM-2366","Employee Relations: Conducting Workplace Investigations, Part 2 - Skills Workshop (Restricted to Band 1 to 6 Managers) (Virtual Classroom)","Relations","1008","Labour Relations"
"ITEM-1657","Employee Relations: Employee and Labour Relations Foundations (For Managers and Supervisors ONLY - Previously LR 101)","Labour Relations","1039","Learning Partner"
"ITEM-1657","Employee Relations: Employee and Labour Relations Foundations (For Managers and Supervisors ONLY - Previously LR 101)","Standards of Conduct","1002","Workplace Culture"
"ITEM-2488","Ending Violence: A Dialogue for Facilitators and Hosts. Self-Directed","LGBTQ","1022","Diversity"
"ITEM-2488","Ending Violence: A Dialogue for Facilitators and Hosts. Self-Directed","LGBTQ+","1022","Diversity"
"ITEM-2488","Ending Violence: A Dialogue for Facilitators and Hosts. Self-Directed","LGBTTQ","1022","Diversity"
"ITEM-2488","Ending Violence: A Dialogue for Facilitators and Hosts. Self-Directed","appreciative inquiry","1022","Diversity"
"ITEM-2488","Ending Violence: A Dialogue for Facilitators and Hosts. Self-Directed","circle","1029","Cultural Safety Training"
"ITEM-2488","Ending Violence: A Dialogue for Facilitators and Hosts. Self-Directed","cultural safety","1029","Cultural Safety Training"
"ITEM-2488","Ending Violence: A Dialogue for Facilitators and Hosts. Self-Directed","discovery","1029","Cultural Safety Training"
"ITEM-2488","Ending Violence: A Dialogue for Facilitators and Hosts. Self-Directed","draft 10 principles","1029","Cultural Safety Training"
"ITEM-2488","Ending Violence: A Dialogue for Facilitators and Hosts. Self-Directed","gender bias","1021","Social Issues"
"ITEM-2488","Ending Violence: A Dialogue for Facilitators and Hosts. Self-Directed","reconciliation","1029","Cultural Safety Training"
"ITEM-1291","Equality, Equity and Inclusion","Inclusion","1022","Diversity"
"ITEM-1291","Equality, Equity and Inclusion","L@WW","1027","Learn @ Work Week"
"ITEM-1291","Equality, Equity and Inclusion","Learn","1027","Learn @ Work Week"
"ITEM-1291","Equality, Equity and Inclusion","Learn @Work","1027","Learn @ Work Week"
"ITEM-1291","Equality, Equity and Inclusion","Learn at work week","1027","Learn @ Work Week"
"ITEM-1291","Equality, Equity and Inclusion","Learning @Work","1027","Learn @ Work Week"
"ITEM-1291","Equality, Equity and Inclusion","PSA Corporate Learning Branch","1039","Learning Partner"
"ITEM-1291","Equality, Equity and Inclusion","aboriginal","1032","All"
"ITEM-1291","Equality, Equity and Inclusion","accessibility","1032","All"
"ITEM-1291","Equality, Equity and Inclusion","ally","1032","All"
"ITEM-1291","Equality, Equity and Inclusion","allyship","1032","All"
"ITEM-1291","Equality, Equity and Inclusion","anti-racism","1032","All"
"ITEM-1291","Equality, Equity and Inclusion","bcpsbelonging","1032","All"
"ITEM-1291","Equality, Equity and Inclusion","bias","1032","All"
"ITEM-1291","Equality, Equity and Inclusion","briw","1032","All"
"ITEM-1291","Equality, Equity and Inclusion","bullying","1032","All"
"ITEM-1291","Equality, Equity and Inclusion","diversity","1022","Diversity"
"ITEM-1291","Equality, Equity and Inclusion","diversity","1032","All"
"ITEM-1291","Equality, Equity and Inclusion","edi","1032","All"
"ITEM-1291","Equality, Equity and Inclusion","equality","1032","All"
"ITEM-1291","Equality, Equity and Inclusion","equity","1032","All"
"ITEM-1291","Equality, Equity and Inclusion","gba","1032","All"
"ITEM-1291","Equality, Equity and Inclusion","gender","1032","All"
"ITEM-1291","Equality, Equity and Inclusion","healing","1032","All"
"ITEM-1291","Equality, Equity and Inclusion","hoil","1032","All"
"ITEM-1291","Equality, Equity and Inclusion","humility","1032","All"
"ITEM-1291","Equality, Equity and Inclusion","inclusion","1032","All"
"ITEM-1291","Equality, Equity and Inclusion","inclusive","1032","All"
"ITEM-1291","Equality, Equity and Inclusion","indigenous","1032","All"
"ITEM-1291","Equality, Equity and Inclusion","lgbt","1032","All"
"ITEM-1291","Equality, Equity and Inclusion","lgbtq","1032","All"
"ITEM-1291","Equality, Equity and Inclusion","lgbtq2s+","1032","All"
"ITEM-1291","Equality, Equity and Inclusion","racism","1032","All"
"ITEM-1291","Equality, Equity and Inclusion","reconciliation","1032","All"
"ITEM-1291","Equality, Equity and Inclusion","village","1032","All"
"ITEM-1051","Ethics for Everyone","Conflict of interest","1002","Workplace Culture"
"ITEM-1051","Ethics for Everyone","Corporate Ethics Program","1039","Learning Partner"
"ITEM-1051","Ethics for Everyone","Ethics","1002","Workplace Culture"
"ITEM-1051","Ethics for Everyone","Ethics advisors","1002","Workplace Culture"
"ITEM-1051","Ethics for Everyone","Ethics framework","1002","Workplace Culture"
"ITEM-1051","Ethics for Everyone","Integrity","1002","Workplace Culture"
"ITEM-1051","Ethics for Everyone","Oath of Employment","1002","Workplace Culture"
"ITEM-1051","Ethics for Everyone","Standards of Conduct","1002","Workplace Culture"
"ITEM-1051","Ethics for Everyone","Values","1002","Workplace Culture"
"ITEM-1933","Ethics for Executives","Executive Talent Programs","1039","Learning Partner"
"ITEM-59","FM 111: BC Government Expense Authority Fundamentals","FM","1006","Finance"
"ITEM-59","FM 111: BC Government Expense Authority Fundamentals","FM111","1006","Finance"
"ITEM-59","FM 111: BC Government Expense Authority Fundamentals","Finance","1006","Finance"
"ITEM-59","FM 111: BC Government Expense Authority Fundamentals","Financial","1006","Finance"
"ITEM-59","FM 111: BC Government Expense Authority Fundamentals","Financial Ethics","1006","Finance"
"ITEM-59","FM 111: BC Government Expense Authority Fundamentals","PSA Corporate Learning Branch","1039","Learning Partner"
"ITEM-55","FM 120: BC Government Planning Fundamentals","FM","1006","Finance"
"ITEM-55","FM 120: BC Government Planning Fundamentals","Finance","1006","Finance"
"ITEM-55","FM 120: BC Government Planning Fundamentals","Financial","1006","Finance"
"ITEM-55","FM 120: BC Government Planning Fundamentals","PSA Corporate Learning Branch","1039","Learning Partner"
"ITEM-38","FM 121: BC Government Budgeting Fundamentals","FM","1006","Finance"
"ITEM-38","FM 121: BC Government Budgeting Fundamentals","Finance","1006","Finance"
"ITEM-38","FM 121: BC Government Budgeting Fundamentals","Financial","1006","Finance"
"ITEM-38","FM 121: BC Government Budgeting Fundamentals","PSA Corporate Learning Branch","1039","Learning Partner"
"ITEM-29","FM 130: BC Government Financial Control Fundamentals","FM","1006","Finance"
"ITEM-29","FM 130: BC Government Financial Control Fundamentals","Finance","1006","Finance"
"ITEM-29","FM 130: BC Government Financial Control Fundamentals","Financial","1006","Finance"
"ITEM-29","FM 130: BC Government Financial Control Fundamentals","PSA Corporate Learning Branch","1039","Learning Partner"
"ITEM-52","FM 131: BC Government Revenue, Expense and Asset Management Fundamentals","FM","1006","Finance"
"ITEM-52","FM 131: BC Government Revenue, Expense and Asset Management Fundamentals","Finance","1006","Finance"
"ITEM-52","FM 131: BC Government Revenue, Expense and Asset Management Fundamentals","Financial","1006","Finance"
"ITEM-52","FM 131: BC Government Revenue, Expense and Asset Management Fundamentals","PSA Corporate Learning Branch","1039","Learning Partner"
"ITEM-43","FM 132: BC Government Financial Reporting and Analysis Fundamentals","FM","1006","Finance"
"ITEM-43","FM 132: BC Government Financial Reporting and Analysis Fundamentals","Finance","1006","Finance"
"ITEM-43","FM 132: BC Government Financial Reporting and Analysis Fundamentals","Financial","1006","Finance"
"ITEM-43","FM 132: BC Government Financial Reporting and Analysis Fundamentals","PSA Corporate Learning Branch","1039","Learning Partner"
"ITEM-517","FM 201: Financial Management","FM","1006","Finance"
"ITEM-517","FM 201: Financial Management","Finance","1006","Finance"
"ITEM-517","FM 201: Financial Management","Financial","1006","Finance"
"ITEM-517","FM 201: Financial Management","PSA Corporate Learning Branch","1039","Learning Partner"
"ITEM-517","FM 201: Financial Management","financial management","1006","Finance"
"ITEM-1400","FM 210: Governance in Practice (Virtual)","PSA Corporate Learning Branch","1039","Learning Partner"
"ITEM-1669","FM 220: Planning and Budgeting Applications (Virtual)","Budget","1006","Finance"
"ITEM-1669","FM 220: Planning and Budgeting Applications (Virtual)","Budgeting","1006","Finance"
"ITEM-1669","FM 220: Planning and Budgeting Applications (Virtual)","PSA Corporate Learning Branch","1039","Learning Partner"
"ITEM-1429","FM 230: Applying Financial Controls, Control Frameworks and Systems (Virtual)","PSA Corporate Learning Branch","1039","Learning Partner"
"ITEM-1898","FM 310: Enhancing Organizational Governance (Virtual)","Change","1004","Change Management"
"ITEM-1898","FM 310: Enhancing Organizational Governance (Virtual)","Financial","1006","Finance"
"ITEM-1898","FM 310: Enhancing Organizational Governance (Virtual)","PSA Corporate Learning Branch","1039","Learning Partner"
"ITEM-1898","FM 310: Enhancing Organizational Governance (Virtual)","Risk","1024","Risk Management"
"ITEM-1898","FM 310: Enhancing Organizational Governance (Virtual)","Supervisor","1014","Supervisory Development"
"ITEM-1892","FM 320: Guiding the Planning and Budgeting Process (Virtual)","Budgeting","1006","Finance"
"ITEM-1892","FM 320: Guiding the Planning and Budgeting Process (Virtual)","PSA Corporate Learning Branch","1039","Learning Partner"
"ITEM-818","FOIPPA: Access","BCIP","1007","Information and Privacy"
"ITEM-818","FOIPPA: Access","CIRMO","1039","Learning Partner"
"ITEM-818","FOIPPA: Access","Information","1007","Information and Privacy"
"ITEM-818","FOIPPA: Access","Privacy","1007","Information and Privacy"
"ITEM-818","FOIPPA: Access","Records","1007","Information and Privacy"
"ITEM-818","FOIPPA: Access","information","1032","All"
"ITEM-818","FOIPPA: Access","management","1032","All"
"ITEM-816","FOIPPA: Privacy","BCIP","1007","Information and Privacy"
"ITEM-816","FOIPPA: Privacy","Breaches","1007","Information and Privacy"
"ITEM-816","FOIPPA: Privacy","CIRMO","1039","Learning Partner"
"ITEM-816","FOIPPA: Privacy","IM117","1007","Information and Privacy"
"ITEM-816","FOIPPA: Privacy","Privacy","1007","Information and Privacy"
"ITEM-816","FOIPPA: Privacy","information","1032","All"
"ITEM-816","FOIPPA: Privacy","management","1032","All"
"ITEM-1561","Facilitating Results Online 101: Facilitation Skills, Roles and Planning","#flexiblebcps","1032","All"
"ITEM-1561","Facilitating Results Online 101: Facilitation Skills, Roles and Planning","Communications","1011","Performance"
"ITEM-1561","Facilitating Results Online 101: Facilitation Skills, Roles and Planning","Leadership","1009","Leadership and Management"
"ITEM-1561","Facilitating Results Online 101: Facilitation Skills, Roles and Planning","PSA Corporate Learning Branch","1039","Learning Partner"
"ITEM-1561","Facilitating Results Online 101: Facilitation Skills, Roles and Planning","coworking","1032","All"
"ITEM-1561","Facilitating Results Online 101: Facilitation Skills, Roles and Planning","digital","1032","All"
"ITEM-1561","Facilitating Results Online 101: Facilitation Skills, Roles and Planning","email","1032","All"
"ITEM-1561","Facilitating Results Online 101: Facilitation Skills, Roles and Planning","five","1032","All"
"ITEM-1561","Facilitating Results Online 101: Facilitation Skills, Roles and Planning","flex","1032","All"
"ITEM-1561","Facilitating Results Online 101: Facilitation Skills, Roles and Planning","flexible","1032","All"
"ITEM-1561","Facilitating Results Online 101: Facilitation Skills, Roles and Planning","flexible work","1032","All"
"ITEM-1561","Facilitating Results Online 101: Facilitation Skills, Roles and Planning","flexiblebcps","1032","All"
"ITEM-1561","Facilitating Results Online 101: Facilitation Skills, Roles and Planning","hybrid","1032","All"
"ITEM-1561","Facilitating Results Online 101: Facilitation Skills, Roles and Planning","remote work","1032","All"
"ITEM-1561","Facilitating Results Online 101: Facilitation Skills, Roles and Planning","shared workspace","1032","All"
"ITEM-1561","Facilitating Results Online 101: Facilitation Skills, Roles and Planning","skype","1032","All"
"ITEM-1561","Facilitating Results Online 101: Facilitation Skills, Roles and Planning","teams","1032","All"
"ITEM-1561","Facilitating Results Online 101: Facilitation Skills, Roles and Planning","telework","1032","All"
"ITEM-1561","Facilitating Results Online 101: Facilitation Skills, Roles and Planning","virtual","1032","All"
"ITEM-1561","Facilitating Results Online 101: Facilitation Skills, Roles and Planning","virtual environment","1032","All"
"ITEM-1561","Facilitating Results Online 101: Facilitation Skills, Roles and Planning","workspace","1032","All"
"ITEM-1561","Facilitating Results Online 101: Facilitation Skills, Roles and Planning","zoom","1032","All"
"ITEM-1562","Facilitating Results Online 102: Seven Essential Skills, Harvesting Ideas","#flexiblebcps","1032","All"
"ITEM-1562","Facilitating Results Online 102: Seven Essential Skills, Harvesting Ideas","Facilitation","1005","Continuous Improvement"
"ITEM-1562","Facilitating Results Online 102: Seven Essential Skills, Harvesting Ideas","Leadership","1009","Leadership and Management"
"ITEM-1562","Facilitating Results Online 102: Seven Essential Skills, Harvesting Ideas","PSA Corporate Learning Branch","1039","Learning Partner"
"ITEM-1562","Facilitating Results Online 102: Seven Essential Skills, Harvesting Ideas","flexible work","1032","All"
"ITEM-1562","Facilitating Results Online 102: Seven Essential Skills, Harvesting Ideas","flexiblebcps","1032","All"
"ITEM-1562","Facilitating Results Online 102: Seven Essential Skills, Harvesting Ideas","hybrid","1032","All"
"ITEM-1562","Facilitating Results Online 102: Seven Essential Skills, Harvesting Ideas","virtual environment","1032","All"
"ITEM-1563","Facilitating Results Online 103: Divergent/Convergent Thinking and Reflection","#flexiblebcps","1032","All"
"ITEM-1563","Facilitating Results Online 103: Divergent/Convergent Thinking and Reflection","Facilitation","1005","Continuous Improvement"
"ITEM-1563","Facilitating Results Online 103: Divergent/Convergent Thinking and Reflection","Leadership","1009","Leadership and Management"
"ITEM-1563","Facilitating Results Online 103: Divergent/Convergent Thinking and Reflection","PSA Corporate Learning Branch","1039","Learning Partner"
"ITEM-1563","Facilitating Results Online 103: Divergent/Convergent Thinking and Reflection","Supervisor","1001","Supervisory"
"ITEM-1563","Facilitating Results Online 103: Divergent/Convergent Thinking and Reflection","flexible work","1032","All"
"ITEM-1563","Facilitating Results Online 103: Divergent/Convergent Thinking and Reflection","flexiblebcps","1032","All"
"ITEM-1563","Facilitating Results Online 103: Divergent/Convergent Thinking and Reflection","hybrid","1032","All"
"ITEM-1563","Facilitating Results Online 103: Divergent/Convergent Thinking and Reflection","virtual environment","1032","All"
"ITEM-2492","Facilitator Development Workshop for Instructional Skills Workshop Facilitators","Adult Education","1009","Leadership and Management"
"ITEM-2492","Facilitator Development Workshop for Instructional Skills Workshop Facilitators","Adult Learning","1009","Leadership and Management"
"ITEM-2492","Facilitator Development Workshop for Instructional Skills Workshop Facilitators","Leadership","1009","Leadership and Management"
"ITEM-2492","Facilitator Development Workshop for Instructional Skills Workshop Facilitators","PSA Corporate Learning Branch","1039","Learning Partner"
"ITEM-2492","Facilitator Development Workshop for Instructional Skills Workshop Facilitators","Skills Development","1009","Leadership and Management"
"ITEM-2492","Facilitator Development Workshop for Instructional Skills Workshop Facilitators","Teaching Skills","1003","Career Development"
