"Course Code","Course Name","Course Description","Delivery Method",Category,"Learner Group",Duration,"Available Classes","Link to ELM Search","Course Last Modified","Course Owner Org","Course ID",Keywords,Group,Audience,Topic
ITEM-1120,"Early Intervention and Return to Work eSeries 6: What&#039;s Long Term Disability and the Supervisor&#039;s Role?","This course explains LTD and the supervisor's role during that period.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1120-""","2023/12/18  6:16:01AM","Workplace Health and Safety",18403,"Conflict, Mental Health, Stress, Workplace Health and Safety, disability, gradual, leave, return to work, sick",Core,"People Leaders","Human Resources Management"
ITEM-1121,"Early Intervention and Return to Work eSeries 7: How to Plan for an Employee Returning to Work After Illness/Injury","This course helps supervisors plan and implement an employee's return to work after an absence due to illness or injury.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1121-""","2023/12/18  6:16:31AM","Workplace Health and Safety",18404,"Conflict, Mental Health, Stress, Workplace Health and Safety, disability, gradual, leave, return to work, sick",Core,"People Leaders","Human Resources Management"
ITEM-1123,"Early Intervention and Return to Work eSeries 9: When Does an Employee Qualify for a New LTD Period (Successive Disabilities)?","This course helps supervisors understand the requirements that an employee returning to work from LTD must fulfil in order to qualify for further benefits.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1123-""","2023/12/18  6:17:10AM","Workplace Health and Safety",18406,"Conflict, Mental Health, Stress, Workplace Health and Safety, disability, gradual, leave, return to work, sick",Core,"People Leaders","Human Resources Management"
ITEM-534,"Early Intervention and Return to Work: Supporting Employees in the Workplace","Supervisors will learn about Early Intervention and Return to Work, understand their role and responsibilities, practise decision-making when dealing with employees struggling with health issues and returning to work and identify available resources.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-534-""","2023/12/18  6:17:45AM","Workplace Health and Safety",17838,"Conflict, Mental Health, Stress, Workplace Health and Safety, leave, sick",Core,"People Leaders","Human Resources Management"
ITEM-1859,"Emergency Wardens Training","This recorded webinar course provides new Emergency Wardens an overview of the emergency management cycle, components of an emergency plan, roles and responsibilities and common procedures in an emergency.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1859-""","2023/12/18  6:18:28AM","Workplace Health and Safety",19104,"Workplace Health and Safety",Core,"All Employees","Health, Safety and Well-Being"
ITEM-2446,"Employee Relations: Conducting Workplace Investigations, Part 1 - Foundations and Resources (Restricted to Band 1 to 6 Managers)","This is part 1 of a 2 part Conducting Workplace Investigations course. Part 1 is a self-directed online Moodle course for Band 1 to 6 people leaders. The Moodle course will take approximately 3 hours and must be completed before participating in part 2.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2446-""","2025/01/15 10:12:40AM","PSA Corporate Learning Branch",19684,"PSA Corporate Learning Branch",Core,"People Leaders","Human Resources Management"
ITEM-2366,"Employee Relations: Conducting Workplace Investigations, Part 2 - Skills Workshop (Restricted to Band 1 to 6 Managers) (Virtual Classroom)","This is part 2 of a 2 part Conducting Workplace Investigations course. Part 1 must be completed before attending part 2. Part 2 is a full day virtual workshop led by a facilitator for Band 1 to 6 managers and supervisors.",Webinar,,"All Government of British Columbia Learners","Not Listed",8,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2366-""","2025/01/15 10:10:32AM","PSA Corporate Learning Branch",19605,"PSA Corporate Learning Branch, Relations",Core,"People Leaders","Human Resources Management"
ITEM-1657,"Employee Relations: Employee and Labour Relations Foundations (For Managers and Supervisors ONLY - Previously LR 101)","This interactive 2-part virtual course provides Managers and Supervisors with foundational understanding of the legislative framework that governs employee and labor relations work and helps them build the skills they need to play their role effectively",Webinar,,"All Government of British Columbia Learners","Not Listed",9,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1657-""","2025/01/14  1:44:17PM","Labour Relations",18914,"Labour Relations, Standards of Conduct",Core,"People Leaders","Human Resources Management"
ITEM-1291,"Equality, Equity and Inclusion","Delivered by Alden Habacon, learners will have the opportunity to understand these concepts, explore how they concepts contribute to better outcomes and acquire tools to build equality, equity and inclusion in their work area.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1291-""","2023/12/16  7:54:03PM","PSA Corporate Learning Branch",18574,"Inclusion, L@WW, Learn, Learn @Work, Learn at work week, Learning @Work, PSA Corporate Learning Branch, aboriginal, accessibility, ally, allyship, anti-racism, bcpsbelonging, bias, briw, bullying, diversity, diversity, edi, equality, equity, gba, gender, healing, hoil, humility, inclusion, inclusive, indigenous, lgbt, lgbtq, lgbtq2s+, racism, reconciliation, village",Complementary,"All Employees","Equity, Diversity and Inclusion"
ITEM-1051,"Ethics for Everyone","The goals of this course are to help public servants make ethical choices, recognize unethical conduct or situations, and speak out when we see something unethical occurring or when we think we may have a conflict of interest.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1051-""","2024/04/08 11:28:50AM","Corporate Ethics Program",18334,"Conflict of interest, Corporate Ethics Program, Ethics, Ethics advisors, Ethics framework, Integrity, Oath of Employment, Standards of Conduct, Values",Core,"All Employees","Ethics and Integrity"
ITEM-1933,"Ethics for Executives","This course is a mandatory offering for members of corporate executive and restricted to executives by invitation only. Please review the course abstract for additional details. If you require assistance, contact ExecutiveTalentManagement@gov.bc.ca.",Webinar,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1933-""","2024/11/19  1:34:22PM","Executive Talent Programs",19178,"Executive Talent Programs",Complementary,Executive,"Ethics and Integrity"
ITEM-59,"FM 111: BC Government Expense Authority Fundamentals","This course explains why expense authorities exist, what their defined roles and responsibilities are, the tools available to assist them in doing their jobs, and finally, their role in managing the financial resources entrusted to them.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-59-""","2023/12/18  6:19:44AM","PSA Corporate Learning Branch",1057,"FM, FM111, Finance, Financial, Financial Ethics, PSA Corporate Learning Branch",Core,"All Employees","Finance and Accounting"
ITEM-55,"FM 120: BC Government Planning Fundamentals","This course introduces the learner to the importance of government planning, related supporting legislation, types of government plans, who is involved and what the BC Public Service employee will be.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-55-""","2023/12/18  6:20:09AM","PSA Corporate Learning Branch",1053,"FM, Finance, Financial, PSA Corporate Learning Branch",Core,"All Employees","Finance and Accounting"
ITEM-38,"FM 121: BC Government Budgeting Fundamentals","This course introduces the learner to the nature of budgeting, the purpose and key relationships among elected officials and public servants, in terms of the budget process.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-38-""","2023/12/18  6:20:37AM","PSA Corporate Learning Branch",1036,"FM, Finance, Financial, PSA Corporate Learning Branch",Core,"All Employees","Finance and Accounting"
ITEM-29,"FM 130: BC Government Financial Control Fundamentals","This course introduces the learner to BC Government financial controls, financial control systems and how government can ensure controls are effective in managing risks.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-29-""","2023/12/18  6:02:36AM","PSA Corporate Learning Branch",1027,"FM, Finance, Financial, PSA Corporate Learning Branch",Core,"All Employees","Finance and Accounting"
ITEM-52,"FM 131: BC Government Revenue, Expense and Asset Management Fundamentals","This course introduces the learner to BC Government revenue, expense and asset management. The participant will learn who is responsible for their management and the policies that guide that management.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-52-""","2023/12/18  6:02:01AM","PSA Corporate Learning Branch",1050,"FM, Finance, Financial, PSA Corporate Learning Branch",Core,"All Employees","Finance and Accounting"
ITEM-43,"FM 132: BC Government Financial Reporting and Analysis Fundamentals","This self-directed on-line course will assist financial and program staff to understand the fundamentals of financial reporting and financial analysis within the BC Government.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-43-""","2023/12/18  6:01:13AM","PSA Corporate Learning Branch",1041,"FM, Finance, Financial, PSA Corporate Learning Branch",Core,"All Employees","Finance and Accounting"
ITEM-517,"FM 201: Financial Management","This course provides a resource to administration support staff with some financial responsibilities. Course content covers petty cash, purchasing cards, travel expense reimbursement, payment processes and the financial accounting system of government.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-517-""","2023/12/18  5:56:34AM","PSA Corporate Learning Branch",17822,"FM, Finance, Financial, PSA Corporate Learning Branch, financial management",Core,"All Employees","Finance and Accounting"
ITEM-818,"FOIPPA: Access","Access to information under the Freedom of Information and Protection of Privacy Act (FOIPPA) allows for transparency and accountability. This course will take the mystery out of the access process and help public bodies understand their obligations.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-818-""","2024/08/27 10:33:56AM","Corporate Information and Records Management Office",18101,"BCIP, CIRMO, Information, Privacy, Records, information, management",Core,"All Employees","Information Management"
ITEM-816,"FOIPPA: Privacy","The Freedom of Information and Protection of Privacy Act (FOIPPA) is a complex piece of legislation that governs privacy protection for B.C. public bodies. This course covers Part 3 of FOIPPA - the collection, use and disclosure of personal information.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-816-""","2024/11/15 12:23:25PM","Corporate Information and Records Management Office",18099,"BCIP, Breaches, CIRMO, IM117, Privacy, information, management",Complementary,"All Employees","Information Management"
ITEM-1561,"Facilitating Results Online 101: Facilitation Skills, Roles and Planning","Learn how to facilitate groups that are productive, purposeful and get results. Through hands-on practice and feedback, this class introduces the basics to facilitating groups. ** 1hr prep work must be completed prior to the workshop.",Webinar,,"All Government of British Columbia Learners","Not Listed",3,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1561-""","2024/03/21  2:19:32PM","PSA Corporate Learning Branch",18844,"#flexiblebcps, Communications, Leadership, PSA Corporate Learning Branch, coworking, digital, email, five, flex, flexible, flexible work, flexiblebcps, hybrid, remote work, shared workspace, skype, teams, telework, virtual, virtual environment, workspace, zoom",Core,"All Employees","Communication and Facilitation"
ITEM-1562,"Facilitating Results Online 102: Seven Essential Skills, Harvesting Ideas","Building on FRO 101, this workshop provides further tools & opportunities to practice facilitating group processes to get results. Introduces seven essential facilitation skills & how to harvest ideas. 1hr prep work must be completed prior to workshop.",Webinar,,"All Government of British Columbia Learners","Not Listed",5,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1562-""","2024/03/21  2:19:51PM","PSA Corporate Learning Branch",18845,"#flexiblebcps, Facilitation, Leadership, PSA Corporate Learning Branch, flexible work, flexiblebcps, hybrid, virtual environment",Core,"All Employees","Communication and Facilitation"
ITEM-1563,"Facilitating Results Online 103: Divergent/Convergent Thinking and Reflection","Building on FRO 101 & 102, this workshop offers further tools and opportunities to practice facilitating groups for results. Focused on managing divergent & convergent dynamics, facilitation processes and inviting group-based feedback and reflection.",Webinar,,"All Government of British Columbia Learners","Not Listed",5,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1563-""","2024/03/21  2:20:16PM","PSA Corporate Learning Branch",18846,"#flexiblebcps, Facilitation, Leadership, PSA Corporate Learning Branch, Supervisor, flexible work, flexiblebcps, hybrid, virtual environment",Complementary,"All Employees","Communication and Facilitation"
ITEM-1605,"Fairness 101: An Introduction to Administrative Fairness","This introductory eLearning course explores why administrative fairness matters in the delivery of public services and challenges learners to consider how the decisions they make directly impact the people they serve.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1605-""","2024/03/21  3:44:44PM","PSA Corporate Learning Branch",18863,"PSA Corporate Learning Branch",Core,"All Employees","Ethics and Integrity"
ITEM-1772,"Fierce Confront Conversation","This 3 hour instructor-led webinar, supports conversation skills development associated with confronting attitudinal, behavioral or performance issues with confidence and with a focus on enriching relationships through honest, respectful discussion.",Webinar,,"All Government of British Columbia Learners","Not Listed",2,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1772-""","2024/03/21  2:45:52PM","PSA Corporate Learning Branch",19018,"Conflict, Culture, PSA Corporate Learning Branch, Workplace",Core,"People Leaders","Communication and Facilitation"
ITEM-1771,"Fierce Delegate Conversations","This 3 hour instructor-led webinar, for all BCPS employees, supports conversation skills development with a framework for professional development; building trust and accountability through clear expectations and open communication.",Webinar,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1771-""","2024/08/22 10:22:23AM","PSA Corporate Learning Branch",19017,"Development, Improvement, PSA Corporate Learning Branch, Supervisor, respectful",Core,"All Employees","Communication and Facilitation"
ITEM-1773,"Fierce Feedback Conversations","This 3 hour instructor-led webinar, for all BCPS employees, supports a culture of feedback and conversation skill development by teaching techniques to both ask for and deliver direct feedback during regular performance conversations and in the moment.",Webinar,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1773-""","2024/03/21  2:47:53PM","PSA Corporate Learning Branch",19019,"Development, PSA Corporate Learning Branch",Core,"All Employees","Communication and Facilitation"
ITEM-1423,"Fierce Foundations","This 3 hour instructor-led webinar for all BCPS employees explores the strategies and approaches to deepening the connection between conversations and achieving desirable personal and workplace outcomes. Pre-requisite for other Fierce modules.",Webinar,,"All Government of British Columbia Learners","Not Listed",2,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1423-""","2024/03/20 10:17:42AM","PSA Corporate Learning Branch",18706,"PSA Corporate Learning Branch, flexible work, hybrid, virtual environment",Core,"All Employees","Communication and Facilitation"
ITEM-1770,"Fierce Team Conversation","This 3 hour instructor-led webinar, for all BCPS employees, supports conversation skills development using a model that helps to leverage the diversity of teams through inclusive and collaborative approaches that lead to more informed decisions.",Webinar,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1770-""","2023/12/15 11:43:11AM","PSA Corporate Learning Branch",19016,"Development, Improvement, PSA Corporate Learning Branch, Supervisor, flexible work, hybrid, respectful, virtual environment",Core,,Leadership
ITEM-1798,"Fierce Team Conversation (Restricted to Senior Leaders - Bands 4-6)","This 3-hour instructor-led webinar for senior leaders supports soft skills development using a conversation model that helps to leverage the diversity of teams through inclusive and collaborative approaches that lead to more informed decisions.",Webinar,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1798-""","2025/01/07  4:23:45PM","PSA Corporate Learning Branch",19043,"Communication, Conversations, Inclusion, Leadership, Leading Teams, Manage, PSA Corporate Learning Branch, Supervise, Supervisor, Team Building, collaboration, decision making, dialog, diversity",Core,"Senior Leaders","Communication and Facilitation"
ITEM-2404,"Finance Foundations","This 60-minute eLearning course, for all employees, will introduce you to the B.C. Government's financial ecosystem and show you how every decision and action has financial implications. Includes a handy toolkit to capture information important to you.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2404-""","2025/01/29  2:23:25PM","PSA Corporate Learning Branch",19643,"Budgeting, Financial, PSA Corporate Learning Branch, Planning",Core,"All Employees","Finance and Accounting"
ITEM-704,"Flexible Benefits Program Overview","In this 1 hour webinar, excluded employees will learn about the options available to them under the Flexible Benefits Program so they can make well-informed decisions about their benefits coverage when they first enrol or as life circumstances change.",Webinar,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-704-""","2023/12/15  7:52:24PM","Benefits Design and Programs",17987,"Benefits Design and Programs",Complementary,"All Employees","Human Resources Management"
ITEM-1636,"Fraud Awareness and Prevention","Fraud Awareness and Prevention: This course will help you better understand what fraud is and how to prevent, detect, and report it.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1636-""","2024/12/09  1:53:04PM","Office of the Compt General",18893,"#mandatorybcps, Office of the Compt General, Reporting, mandatory, mandatorybcps",Mandatory,"All Employees","Being a Public Service Employee"
ITEM-1670,"Gender-Based Analysis Plus (GBA+): Introduction to Intersectional Analysis (Provincial)","To work well for all people, we must understand how different people experience public policy or initiatives. Gender-Based Analysis Plus can help. The 'plus' includes the analysis of a range of identity factors such as Indigeneity, age, language and race",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1670-""","2023/12/17  6:12:27PM","Gender Equity Office",18927,"D and I, Gender Equity Office, aboriginal, accessibility, ally, allyship, anti-racism, bcpsbelonging, bias, briw, bullying, diversity, diversity, edi, equality, equity, gba, gender, healing, hoil, humility, inclusion, inclusive, indigenous, lgbt, lgbtq, lgbtq2s+, racism, reconciliation, village",Core,"All Employees","Being a Public Service Employee"
ITEM-2089,"HR Foundations for People Leaders","This eLearning resource provides supervisors with the foundational HR information they need to succeed in their roles, support their teams, and develop their own leadership competencies.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2089-""","2025/04/04  2:42:42PM","PSA Corporate Learning Branch",19333,"PSA Corporate Learning Branch",Mandatory,"People Leaders","Human Resources Management"
ITEM-1016,"HR Investigations and Discipline: Ministry and PSA Roles and Responsibilities","This course provides information about the processes for investigating allegations of misconduct and disciplinary decision-making.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1016-""","2024/12/09  4:26:52PM","Labour Relations",18299,"Allegation, Decision, Demotion, Disciplinary, Discipline, Dismissal, HR, Human resources, Investigation, LR, Labour, Labour Relations, Misconduct, Performance, Relations, Reprimand, Responsibilities, Roles, Suspension, Termination",Complementary,"People Leaders","Human Resources Management"
ITEM-1096,"Hiring Certification Part 1 (Online Session)","Part 1 is a self-directed online course that explores the foundations for hiring in the BCPS. Passing this course is mandatory before participation in Part 2.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1096-""","2025/01/14  8:45:29AM","PSA Corporate Learning Branch",18379,"Hire, Inclusion, PSA Corporate Learning Branch, Recruiting, diversity, guiding principles, inclusive",Core,"People Leaders","Human Resources Management"
ITEM-2004,"Hiring Certification Part 2","A six- session course that provides an in depth look at hiring in the BC Public Service. Completion and passing Part 1 is mandatory before participation in Part 2. This course is designed for managers who need to hire new employees for their team.",Webinar,,"All Government of British Columbia Learners","Not Listed",2,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2004-""","2025/01/14  8:46:38AM","PSA Corporate Learning Branch",19248,"Hire, Inclusion, PSA Corporate Learning Branch, Recruitment, behavioural competency, diversity, inclusive",Core,"People Leaders","Human Resources Management"
ITEM-2451,"HoIL - Cultural Safety and Wise Practice","A virtual 90 minute presentation on Cultural Safety and Wise Practice for all BCPSA employees.",Webinar,,"All Government of British Columbia Learners","Not Listed",2,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2451-""","2024/09/18  3:01:53PM","House of Indigenous Learning",19689,"House of Indigenous Learning",,"All Employees","Indigenous Learning"
ITEM-2449,"HoIL - Intellectual Virtues and Two-Eyed Seeing","A virtual 90 minute presentation with the House of Indigenous Learning on Intellectual Virtues and Two-Eyed Seeing",Webinar,,"All Government of British Columbia Learners","Not Listed",3,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2449-""","2025/01/08  9:18:20AM","House of Indigenous Learning",19687,"House of Indigenous Learning, Indigenous, Skills, culture, reconciliation",,"All Employees","Indigenous Learning"
ITEM-2616,"HoIL - Province of British Columbia&#039;s Foundational Commitments to Indigenous People","A virtual 90 minute presentation on the Province of British Columbia's Foundational Commitments to Indigenous Peoples for all BCPSA employees.",Webinar,,"All Government of British Columbia Learners","Not Listed",4,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2616-""","2025/04/04  3:50:11PM","House of Indigenous Learning",19853,"Change, House of Indigenous Learning, Improvement, culture, reconciliation",,"All Employees","Indigenous Learning"
