"Course Code","Course Name","Course Description","Delivery Method","Category","Learner Group","Days","Hours","Minutes","Available Classes","Course ID","Course Last Modified","Course Owner Org","Link to ELM Search","Short Name"
"ITEM-1300","Conflicts of Interest for Employees","This course covers three types of conflict of interest under the Standards of Conduct and how BC Public Service employees can address them.","eLearning","All Employees","All Government of British Columbia Learners","0","2","0","1","18583","12/18/2023  5:31:42AM","Social Development","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1300-""","Audience"
"ITEM-1300","Conflicts of Interest for Employees","This course covers three types of conflict of interest under the Standards of Conduct and how BC Public Service employees can address them.","eLearning","Core","All Government of British Columbia Learners","0","2","0","1","18583","12/18/2023  5:31:42AM","Social Development","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1300-""","Group"
"ITEM-1300","Conflicts of Interest for Employees","This course covers three types of conflict of interest under the Standards of Conduct and how BC Public Service employees can address them.","eLearning","Policy and Regulation","All Government of British Columbia Learners","0","2","0","1","18583","12/18/2023  5:31:42AM","Social Development","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1300-""","Topic"
"ITEM-1145","Creating Healthy Habits - Panel Session with BC Public Service Employees","This session will spark inspiration & learning for healthy habits. Hear from DM Okenge Yuma Morisho, House of Indigenous Learning Lead T'oila McIntyre and panelists who will share experience creating healthy habits.","eLearning","All Employees","All Government of British Columbia Learners","0","1","54","1","18428","12/18/2023  5:27:45AM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1145-""","Audience"
"ITEM-1145","Creating Healthy Habits - Panel Session with BC Public Service Employees","This session will spark inspiration & learning for healthy habits. Hear from DM Okenge Yuma Morisho, House of Indigenous Learning Lead T'oila McIntyre and panelists who will share experience creating healthy habits.","eLearning","Complementary","All Government of British Columbia Learners","0","1","54","1","18428","12/18/2023  5:27:45AM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1145-""","Group"
"ITEM-1145","Creating Healthy Habits - Panel Session with BC Public Service Employees","This session will spark inspiration & learning for healthy habits. Hear from DM Okenge Yuma Morisho, House of Indigenous Learning Lead T'oila McIntyre and panelists who will share experience creating healthy habits.","eLearning","Culture Building","All Government of British Columbia Learners","0","1","54","1","18428","12/18/2023  5:27:45AM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1145-""","Culture"
"ITEM-1145","Creating Healthy Habits - Panel Session with BC Public Service Employees","This session will spark inspiration & learning for healthy habits. Hear from DM Okenge Yuma Morisho, House of Indigenous Learning Lead T'oila McIntyre and panelists who will share experience creating healthy habits.","eLearning","Health and Well-Being","All Government of British Columbia Learners","0","1","54","1","18428","12/18/2023  5:27:45AM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1145-""","HWB"
"ITEM-1145","Creating Healthy Habits - Panel Session with BC Public Service Employees","This session will spark inspiration & learning for healthy habits. Hear from DM Okenge Yuma Morisho, House of Indigenous Learning Lead T'oila McIntyre and panelists who will share experience creating healthy habits.","eLearning","Health, Safety and Well-Being","All Government of British Columbia Learners","0","1","54","1","18428","12/18/2023  5:27:45AM","Learning Centre","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1145-""","Topic"
"ITEM-1395","Digital Recordkeeping: Developing Organizational Excellence","Looking to improve your organization's shared digital spaces? This course covers the use of LANs and collaboration tools like SharePoint and MS teams, and information about planning and completing a shared drive organization project. Records Management.","eLearning","All Employees","Ministries - All","0","2","0","1","18678","12/18/2023  5:26:36AM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1395-""","Audience"
"ITEM-1395","Digital Recordkeeping: Developing Organizational Excellence","Looking to improve your organization's shared digital spaces? This course covers the use of LANs and collaboration tools like SharePoint and MS teams, and information about planning and completing a shared drive organization project. Records Management.","eLearning","Complementary","Ministries - All","0","2","0","1","18678","12/18/2023  5:26:36AM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1395-""","Group"
"ITEM-1395","Digital Recordkeeping: Developing Organizational Excellence","Looking to improve your organization's shared digital spaces? This course covers the use of LANs and collaboration tools like SharePoint and MS teams, and information about planning and completing a shared drive organization project. Records Management.","eLearning","Data and Records Management","Ministries - All","0","2","0","1","18678","12/18/2023  5:26:36AM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1395-""","Topic"
"ITEM-2300","Disrupting Unconscious Bias in Recruitment for Executive - Restricted to Corporate Executive","This course is restricted to members of Corporate Executive.  This is the third module in the series of five modules led by Alden Habacon. Each module is a stand-alone offering and participation in all five modules is recommended but not required.","Webinar","Core","All Government of British Columbia Learners","0","2","0","1","19540","12/18/2023  6:04:23AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2300-""","Group"
"ITEM-2300","Disrupting Unconscious Bias in Recruitment for Executive - Restricted to Corporate Executive","This course is restricted to members of Corporate Executive.  This is the third module in the series of five modules led by Alden Habacon. Each module is a stand-alone offering and participation in all five modules is recommended but not required.","Webinar","Equity, Diversity and Inclusion","All Government of British Columbia Learners","0","2","0","1","19540","12/18/2023  6:04:23AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2300-""","Topic"
"ITEM-2300","Disrupting Unconscious Bias in Recruitment for Executive - Restricted to Corporate Executive","This course is restricted to members of Corporate Executive.  This is the third module in the series of five modules led by Alden Habacon. Each module is a stand-alone offering and participation in all five modules is recommended but not required.","Webinar","Executive","All Government of British Columbia Learners","0","2","0","1","19540","12/18/2023  6:04:23AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2300-""","Audience"
"ITEM-1213","Diversity and Inclusion Essentials","This mandatory eLearning course should take between 15-25 minutes to complete and is designed for everyone in the BC Public Service.","eLearning","All Employees","All Government of British Columbia Learners","0","0","25","1","18496","12/14/2023  5:45:51PM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1213-""","Audience"
"ITEM-1213","Diversity and Inclusion Essentials","This mandatory eLearning course should take between 15-25 minutes to complete and is designed for everyone in the BC Public Service.","eLearning","Equity, Diversity and Inclusion","All Government of British Columbia Learners","0","0","25","1","18496","12/14/2023  5:45:51PM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1213-""","Topic"
"ITEM-1213","Diversity and Inclusion Essentials","This mandatory eLearning course should take between 15-25 minutes to complete and is designed for everyone in the BC Public Service.","eLearning","Mandatory","All Government of British Columbia Learners","0","0","25","1","18496","12/14/2023  5:45:51PM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1213-""","Group"
"ITEM-2185","Domestic Violence Training (Restricted to SDPR)","**Information may be disturbing or triggering for some viewers. It discusses indicators of abuse and family violence.**","eLearning","Ministry","All Government of British Columbia Learners","0","0","0","1","19429","06/21/2023  3:32:43PM","Social Development","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2185-""","Ministry"
"ITEM-1019","EDRMS Content Manager End User","This series of eLearning modules is designed to give you relevant information and practical skills in order to use EDRMS Content Manager to manage electronic records. It covers searching, shortcuts, email and document management.","eLearning","All Employees","Ministries - All","0","0","0","1","18302","12/18/2023  6:10:07AM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1019-""","Audience"
"ITEM-1019","EDRMS Content Manager End User","This series of eLearning modules is designed to give you relevant information and practical skills in order to use EDRMS Content Manager to manage electronic records. It covers searching, shortcuts, email and document management.","eLearning","All Employees","Ministries - All","0","3","0","1","18302","12/18/2023  6:10:07AM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1019-""","Audience"
"ITEM-1019","EDRMS Content Manager End User","This series of eLearning modules is designed to give you relevant information and practical skills in order to use EDRMS Content Manager to manage electronic records. It covers searching, shortcuts, email and document management.","eLearning","Core","Ministries - All","0","0","0","1","18302","12/18/2023  6:10:07AM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1019-""","Group"
"ITEM-1019","EDRMS Content Manager End User","This series of eLearning modules is designed to give you relevant information and practical skills in order to use EDRMS Content Manager to manage electronic records. It covers searching, shortcuts, email and document management.","eLearning","Core","Ministries - All","0","3","0","1","18302","12/18/2023  6:10:07AM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1019-""","Group"
"ITEM-1019","EDRMS Content Manager End User","This series of eLearning modules is designed to give you relevant information and practical skills in order to use EDRMS Content Manager to manage electronic records. It covers searching, shortcuts, email and document management.","eLearning","Data and Records Management","Ministries - All","0","0","0","1","18302","12/18/2023  6:10:07AM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1019-""","Topic"
"ITEM-1019","EDRMS Content Manager End User","This series of eLearning modules is designed to give you relevant information and practical skills in order to use EDRMS Content Manager to manage electronic records. It covers searching, shortcuts, email and document management.","eLearning","Data and Records Management","Ministries - All","0","3","0","1","18302","12/18/2023  6:10:07AM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1019-""","Topic"
"ITEM-1280","EDRMS Content Manager Implementation","This course is intended for prospective clients and those interested in implementing EDRMS Content Manager as their formal records management system.","eLearning","All Employees","Ministries - All","0","0","90","1","18563","12/18/2023  6:10:56AM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1280-""","Audience"
"ITEM-1280","EDRMS Content Manager Implementation","This course is intended for prospective clients and those interested in implementing EDRMS Content Manager as their formal records management system.","eLearning","Complementary","Ministries - All","0","0","90","1","18563","12/18/2023  6:10:56AM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1280-""","Group"
"ITEM-1280","EDRMS Content Manager Implementation","This course is intended for prospective clients and those interested in implementing EDRMS Content Manager as their formal records management system.","eLearning","Data and Records Management","Ministries - All","0","0","90","1","18563","12/18/2023  6:10:56AM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1280-""","Topic"
"ITEM-1020","EDRMS Content Manager Information Worker","The EDRMS Content Manager Information Worker eLearning series builds off of the EDRMS Content Manager End User modules to cover additional configuration, creating and maintaining folders and printing labels and reports. A record management course.","eLearning","All Employees","Ministries - All","0","0","0","1","18303","12/18/2023  6:11:34AM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1020-""","Audience"
"ITEM-1020","EDRMS Content Manager Information Worker","The EDRMS Content Manager Information Worker eLearning series builds off of the EDRMS Content Manager End User modules to cover additional configuration, creating and maintaining folders and printing labels and reports. A record management course.","eLearning","All Employees","Ministries - All","0","2","0","1","18303","12/18/2023  6:11:34AM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1020-""","Audience"
"ITEM-1020","EDRMS Content Manager Information Worker","The EDRMS Content Manager Information Worker eLearning series builds off of the EDRMS Content Manager End User modules to cover additional configuration, creating and maintaining folders and printing labels and reports. A record management course.","eLearning","Complementary","Ministries - All","0","0","0","1","18303","12/18/2023  6:11:34AM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1020-""","Group"
"ITEM-1020","EDRMS Content Manager Information Worker","The EDRMS Content Manager Information Worker eLearning series builds off of the EDRMS Content Manager End User modules to cover additional configuration, creating and maintaining folders and printing labels and reports. A record management course.","eLearning","Complementary","Ministries - All","0","2","0","1","18303","12/18/2023  6:11:34AM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1020-""","Group"
"ITEM-1020","EDRMS Content Manager Information Worker","The EDRMS Content Manager Information Worker eLearning series builds off of the EDRMS Content Manager End User modules to cover additional configuration, creating and maintaining folders and printing labels and reports. A record management course.","eLearning","Data and Records Management","Ministries - All","0","0","0","1","18303","12/18/2023  6:11:34AM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1020-""","Topic"
"ITEM-1020","EDRMS Content Manager Information Worker","The EDRMS Content Manager Information Worker eLearning series builds off of the EDRMS Content Manager End User modules to cover additional configuration, creating and maintaining folders and printing labels and reports. A record management course.","eLearning","Data and Records Management","Ministries - All","0","2","0","1","18303","12/18/2023  6:11:34AM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1020-""","Topic"
"ITEM-1288","EDRMS Disposition Processes","This course is a continuation from EDRMS Content Manager End User and Information Worker and covers disposition processes for completing the transfer of physical folders to offsite storage and the onsite destruction of applicable records.","eLearning","All Employees","Ministries - All","0","2","0","1","18571","12/18/2023  6:12:13AM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1288-""","Audience"
"ITEM-1288","EDRMS Disposition Processes","This course is a continuation from EDRMS Content Manager End User and Information Worker and covers disposition processes for completing the transfer of physical folders to offsite storage and the onsite destruction of applicable records.","eLearning","Complementary","Ministries - All","0","2","0","1","18571","12/18/2023  6:12:13AM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1288-""","Group"
"ITEM-1288","EDRMS Disposition Processes","This course is a continuation from EDRMS Content Manager End User and Information Worker and covers disposition processes for completing the transfer of physical folders to offsite storage and the onsite destruction of applicable records.","eLearning","Data and Records Management","Ministries - All","0","2","0","1","18571","12/18/2023  6:12:13AM","Citizens Serv/MTICS","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1288-""","Topic"
"ITEM-1115","Early Intervention and Return to Work eSeries 1: Introduction","This course introduces the Early Intervention and Return to Work series with a brief video message from Dr. William Lakey, Medical Director of the Workplace Health and Safety Branch of the BC Public Service Agency.","eLearning","Core","All Government of British Columbia Learners","0","0","10","1","18398","12/18/2023  6:12:58AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1115-""","Group"
"ITEM-1115","Early Intervention and Return to Work eSeries 1: Introduction","This course introduces the Early Intervention and Return to Work series with a brief video message from Dr. William Lakey, Medical Director of the Workplace Health and Safety Branch of the BC Public Service Agency.","eLearning","Human Resources Management","All Government of British Columbia Learners","0","0","10","1","18398","12/18/2023  6:12:58AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1115-""","Topic"
"ITEM-1115","Early Intervention and Return to Work eSeries 1: Introduction","This course introduces the Early Intervention and Return to Work series with a brief video message from Dr. William Lakey, Medical Director of the Workplace Health and Safety Branch of the BC Public Service Agency.","eLearning","People Leaders","All Government of British Columbia Learners","0","0","10","1","18398","12/18/2023  6:12:58AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1115-""","Audience"
"ITEM-1116","Early Intervention and Return to Work eSeries 2: Assisting an Employee with a Health Issue at Work","This course provides information on how to assist an employee who seems to be struggling with a health issue that's impacting them at work in order to help them stay at work rather than be absent.","eLearning","Core","All Government of British Columbia Learners","0","0","10","1","18399","12/18/2023  6:13:38AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1116-""","Group"
"ITEM-1116","Early Intervention and Return to Work eSeries 2: Assisting an Employee with a Health Issue at Work","This course provides information on how to assist an employee who seems to be struggling with a health issue that's impacting them at work in order to help them stay at work rather than be absent.","eLearning","Human Resources Management","All Government of British Columbia Learners","0","0","10","1","18399","12/18/2023  6:13:38AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1116-""","Topic"
"ITEM-1116","Early Intervention and Return to Work eSeries 2: Assisting an Employee with a Health Issue at Work","This course provides information on how to assist an employee who seems to be struggling with a health issue that's impacting them at work in order to help them stay at work rather than be absent.","eLearning","People Leaders","All Government of British Columbia Learners","0","0","10","1","18399","12/18/2023  6:13:38AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1116-""","Audience"
"ITEM-1117","Early Intervention and Return to Work eSeries 3: My Employee is Absent, What Do I Do?","This course helps supervisors understand what to do when they find out their employee is absent, including how to keep communications open with the employee and how to determine if there's an opportunity for an early return to work.","eLearning","Core","All Government of British Columbia Learners","0","0","10","1","18400","12/18/2023  6:14:20AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1117-""","Group"
"ITEM-1117","Early Intervention and Return to Work eSeries 3: My Employee is Absent, What Do I Do?","This course helps supervisors understand what to do when they find out their employee is absent, including how to keep communications open with the employee and how to determine if there's an opportunity for an early return to work.","eLearning","Human Resources Management","All Government of British Columbia Learners","0","0","10","1","18400","12/18/2023  6:14:20AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1117-""","Topic"
"ITEM-1117","Early Intervention and Return to Work eSeries 3: My Employee is Absent, What Do I Do?","This course helps supervisors understand what to do when they find out their employee is absent, including how to keep communications open with the employee and how to determine if there's an opportunity for an early return to work.","eLearning","People Leaders","All Government of British Columbia Learners","0","0","10","1","18400","12/18/2023  6:14:20AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1117-""","Audience"
"ITEM-1118","Early Intervention and Return to Work eSeries 4: Doctor's Certificate Form","This course helps supervisors understand what the form is, when it's required, how to complete it, and how to submit it.","eLearning","Core","All Government of British Columbia Learners","0","0","10","1","18401","12/18/2023  6:14:51AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1118-""","Group"
"ITEM-1118","Early Intervention and Return to Work eSeries 4: Doctor's Certificate Form","This course helps supervisors understand what the form is, when it's required, how to complete it, and how to submit it.","eLearning","Human Resources Management","All Government of British Columbia Learners","0","0","10","1","18401","12/18/2023  6:14:51AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1118-""","Topic"
"ITEM-1118","Early Intervention and Return to Work eSeries 4: Doctor's Certificate Form","This course helps supervisors understand what the form is, when it's required, how to complete it, and how to submit it.","eLearning","People Leaders","All Government of British Columbia Learners","0","0","10","1","18401","12/18/2023  6:14:51AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1118-""","Audience"
"ITEM-1119","Early Intervention and Return to Work eSeries 5: What's STIIP and the Supervisor's Role?","This course provides information about STIIP and the supervisor's role during that period.","eLearning","Core","All Government of British Columbia Learners","0","0","10","1","18402","12/18/2023  6:15:21AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1119-""","Group"
"ITEM-1119","Early Intervention and Return to Work eSeries 5: What's STIIP and the Supervisor's Role?","This course provides information about STIIP and the supervisor's role during that period.","eLearning","Human Resources Management","All Government of British Columbia Learners","0","0","10","1","18402","12/18/2023  6:15:21AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1119-""","Topic"
"ITEM-1119","Early Intervention and Return to Work eSeries 5: What's STIIP and the Supervisor's Role?","This course provides information about STIIP and the supervisor's role during that period.","eLearning","People Leaders","All Government of British Columbia Learners","0","0","10","1","18402","12/18/2023  6:15:21AM","Public Service Agency","https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1119-""","Audience"
